texte,label_fluting,label_pm2_kraft,label_pm2_kraft_export,label_pm3_fluting,label_sotikraft,label_test_color,label_testliner
demande chimique en oxygène (dco) [contexte: boucle de régulation],0,1,1,0,0,0,0
rugosité bendtsen [contexte: caisse de tête],0,0,0,1,0,0,1
ph de caisse de tête [contexte: boucle de régulation],0,0,0,0,0,1,0
azurant optique (oba) [contexte: ligne principale],0,0,0,0,1,1,0
colorant rouge acide [contexte: bobineuse],0,0,1,0,0,0,1
starch cationic ratio [contexte: zone de raffinage],0,0,0,0,0,1,1
fiber ratio [contexte: pompe B],0,1,0,0,0,0,0
acide sulfurique [contexte: boucle de régulation],0,0,1,0,0,0,0
vitesse machine [contexte: station de dosage],0,0,0,1,0,0,0
standard pulp ratio [contexte: épurateur],0,0,0,0,0,0,0
porosité gurley [contexte: cuvier de cassés],0,1,0,1,0,0,0
biocide non-oxydant [contexte: v2],0,0,1,0,0,0,0
fiber ratio [contexte: pompe de transfert],0,1,1,0,0,1,0
opacité [contexte: ],0,1,1,0,0,0,0
standard pulp ratio [contexte: boucle de régulation],0,0,0,0,0,1,1
pâte mécanique (tmp) [contexte: épurateur],0,0,0,1,1,1,1
pâte désencrée (dip) [contexte: station de dosage],0,0,1,0,0,0,0
fiber ratio [contexte: zone de raffinage],0,0,0,0,0,0,0
krofta polymer ratio [contexte: cuvier de cassés],1,0,0,0,0,0,0
résine de résistance à l'état humide (pae) [contexte: stockage intermédiaire],1,1,0,1,0,0,1
biocide non-oxydant [contexte: stockage intermédiaire],0,0,0,0,0,0,0
eau de dilution [contexte: circuit long],0,0,0,0,1,0,0
starch cationic ratio [contexte: circuit long],1,1,0,0,0,0,0
standard pulp ratio [contexte: pompe de transfert],0,0,0,0,1,1,0
anti-mousse silicone [contexte: pompe B],1,0,0,1,0,0,1
potentiel zeta [contexte: cuvier machine],0,0,0,0,0,1,0
starch cationic ratio [contexte: bobineuse],1,0,0,1,0,0,0
indice de déchirement [contexte: pompe de transfert],0,1,0,0,1,0,0
size press [contexte: urgence],0,0,1,0,1,1,0
agent collage asa [contexte: ligne principale],0,0,0,0,1,1,0
standard pulp ratio [contexte: bobineuse],1,1,0,0,0,0,0
carbonate de calcium (gcc) [contexte: bobineuse],0,0,0,0,0,0,1
biocide non-oxydant [contexte: hydrocyclone],0,0,0,0,1,0,0
colorant bleu direct [contexte: station de dosage],1,0,0,0,1,1,0
copes de bois [contexte: ],1,0,0,0,1,1,0
agent de collage akd [contexte: v2],0,0,1,1,0,0,1
microparticules de silice [contexte: bac à eaux blanches],0,0,0,0,1,0,0
grammage cible [contexte: v2],1,0,1,0,0,0,1
defoamer 1 (afranil) [contexte: pompe A],0,0,0,0,0,1,0
soude caustique (naoh) [contexte: pompe B],0,0,0,0,0,0,0
acide sulfurique [contexte: table de fabrication],0,0,0,0,1,0,0
colorant rouge acide [contexte: pompe B],0,0,0,0,1,0,0
résine de résistance à sec [contexte: table de fabrication],0,1,0,0,0,0,0
grammage cible [contexte: sécherie],0,0,0,0,0,0,1
size press [contexte: station de dosage],1,1,1,0,0,0,0
biocide ratio [contexte: caisse de tête],0,0,0,0,1,0,0
pâte kraft blanchie de résineux (nbsk) [contexte: sécherie],1,0,0,1,0,1,0
rugosité bendtsen [contexte: ligne principale],0,0,0,0,0,1,1
amidon natif de maïs [contexte: épurateur],1,1,0,1,0,0,0
fiber ratio [contexte: caisse de tête],0,0,0,0,0,0,0
retention aids ratio [contexte: silo à pâte],0,0,0,0,0,0,1
acide sulfurique [contexte: pompe A],0,0,0,1,0,0,0
biocide non-oxydant [contexte: pompe de transfert],0,1,0,0,0,0,0
demande chimique en oxygène (dco) [contexte: bac à eaux blanches],1,1,0,0,0,0,1
agent collage asa [contexte: pompe A],0,1,1,0,0,0,0
starch cationic ratio [contexte: pompe B],0,0,0,0,1,0,0
polymère de rétention cationique [contexte: section des presses],0,0,0,0,0,0,0
biocide non-oxydant [contexte: urgence],0,1,0,0,0,0,0
flocon pulp ratio [contexte: bobineuse],1,0,0,0,0,0,1
bentonite [contexte: épurateur],1,0,0,0,0,0,1
potentiel zeta [contexte: urgence],0,0,0,0,0,1,0
dispersant synthétique [contexte: pompe B],0,0,0,1,0,0,1
defoamer 2 (erol) [contexte: circuit long],0,0,1,1,0,0,0
pâte recyclée (occ) [contexte: sécherie],0,0,0,0,1,0,1
pulp ratio [contexte: bobineuse],1,0,0,0,0,1,0
blancheur iso [contexte: bobineuse],0,0,0,0,1,0,0
pac [contexte: sécherie],0,1,0,0,1,0,0
indice d'éclatement (burst) [contexte: circuit long],0,0,0,1,0,0,0
pulp ratio [contexte: circuit long],0,0,0,0,0,0,0
pâte kraft blanchie de feuillus (bhkp) [contexte: cuvier de mélange],0,0,0,0,0,0,0
carbonate de calcium (gcc) [contexte: bac à eaux blanches],1,1,0,0,0,0,0
dispersant synthétique [contexte: cuvier de mélange],0,0,1,1,0,0,0
soude caustique (naoh) [contexte: zone aspirante],0,0,0,0,0,0,0
fongicide [contexte: pompe A],0,0,0,0,1,1,1
flocon pulp ratio [contexte: boucle de régulation],0,1,0,1,0,0,0
agent collage asa [contexte: sécherie],1,0,0,1,0,0,0
amidon natif de maïs [contexte: préparation de la pâte],0,0,1,0,1,1,0
bentonite [contexte: pompe de transfert],0,1,0,1,1,0,0
indice d'éclatement (burst) [contexte: sécherie],0,0,0,0,0,1,0
anti-mousse silicone [contexte: hydrocyclone],1,1,0,0,0,1,0
defoamer 2 (erol) [contexte: stockage intermédiaire],0,0,0,0,0,1,0
acide sulfurique [contexte: circuit long],1,0,0,0,0,1,1
résine de résistance à sec [contexte: v2],1,0,0,0,1,0,0
pression des presses [contexte: caisse de tête],0,0,0,0,0,0,0
fiber ratio [contexte: table de fabrication],1,1,0,1,1,0,0
agent de contrôle de la poix (talc) [contexte: urgence],0,0,0,0,0,1,0
amidon oxydé [contexte: boucle de régulation],0,1,0,0,0,1,0
résine de résistance à sec [contexte: boucle de régulation],0,0,0,1,0,0,0
agent collage asa [contexte: zone aspirante],0,0,0,0,0,0,0
rugosité bendtsen [contexte: boucle de régulation],0,0,1,0,1,0,1
carbonate de calcium (gcc) [contexte: zone de raffinage],0,0,0,0,0,1,0
microparticules de silice [contexte: silo à pâte],1,0,0,0,0,1,0
résine de résistance à sec [contexte: silo à pâte],1,1,0,0,0,0,0
anti-mousse à base d'huile [contexte: pompe A],0,0,0,1,1,0,0
vitesse machine [contexte: circuit long],0,1,0,1,1,0,0
blancheur iso [contexte: circuit long],0,0,0,1,0,0,0
rugosité bendtsen [contexte: pompe B],1,0,0,0,0,1,0
dispersant synthétique [contexte: pompe de transfert],0,0,0,0,1,0,0
résine de résistance à l'état humide (pae) [contexte: pompe A],0,0,0,0,0,0,0
carbonate de calcium (gcc) [contexte: épurateur],0,1,0,0,0,0,0
résine de résistance à sec [contexte: pompe de transfert],0,1,0,0,0,1,0
colorant bleu direct [contexte: bac à eaux blanches],0,1,0,0,0,0,0
blancheur iso [contexte: caisse de tête],0,1,0,1,0,0,0
pâte recyclée (occ) [contexte: caisse de tête],0,0,0,0,0,0,0
colorant jaune basique [contexte: caisse de tête],0,0,0,0,0,0,0
pression des presses [contexte: sécherie],0,0,1,0,0,0,1
prestige cleaning aids ratio (prestige) [contexte: circuit court],1,1,0,0,0,0,0
résine de résistance à l'état humide (pae) [contexte: circuit court],1,1,0,0,1,0,0
opacité [contexte: section des presses],1,1,0,0,0,0,0
sulfate d'aluminium (alun) [contexte: station de dosage],0,0,1,1,1,0,1
retention aids ratio [contexte: urgence],0,0,0,0,0,0,1
carbonate de calcium (gcc) [contexte: cuvier de mélange],0,0,0,0,1,0,0
concentration de la pâte (consistance) [contexte: silo à pâte],0,0,0,0,1,0,1
vitesse machine [contexte: silo à pâte],1,0,0,0,0,1,0
indice de déchirement [contexte: bac à eaux blanches],0,0,0,0,0,0,0
eau de dilution [contexte: bac à eaux blanches],0,1,0,0,0,0,0
agent de collage colophane [contexte: circuit court],0,0,0,1,0,1,0
biocide ratio [contexte: silo à pâte],1,1,1,1,1,0,0
pâte désencrée (dip) [contexte: table de fabrication],0,0,0,1,0,1,0
température de séchage [contexte: caisse de tête],0,1,1,0,0,1,1
pâte kraft blanchie de résineux (nbsk) [contexte: boucle de régulation],0,0,0,1,0,0,0
soude caustique (naoh) [contexte: hydrocyclone],0,0,0,0,0,0,0
agent de contrôle de la poix (talc) [contexte: ligne principale],0,0,1,0,1,0,1
pâte mécanique (tmp) [contexte: cuvier de mélange],0,0,0,0,1,0,0
defoamer 1 (afranil) [contexte: bac à eaux blanches],0,0,0,0,0,0,1
agent de collage colophane [contexte: préparation de la pâte],0,0,0,1,0,1,0
demande chimique en oxygène (dco) [contexte: table de fabrication],0,1,0,0,0,0,0
starch cationic ratio [contexte: caisse de tête],0,0,1,1,1,0,0
defoamer 2 (erol) [contexte: ligne principale],0,0,0,0,0,0,0
copes de bois [contexte: pompe de transfert],0,0,0,1,0,1,0
biocide oxydant [contexte: cuvier machine],0,1,0,0,1,1,0
grammage cible [contexte: bac à eaux blanches],0,0,1,1,0,0,0
porosité gurley [contexte: pompe de transfert],0,1,1,0,0,0,1
krofta polymer ratio [contexte: bobineuse],0,0,0,0,0,0,1
amidon oxydé [contexte: pompe A],0,0,0,0,0,0,0
agent de collage akd [contexte: pompe de transfert],0,0,0,0,1,1,1
flocon pulp ratio [contexte: stockage intermédiaire],0,0,0,0,0,0,0
indice d'éclatement (burst) [contexte: bobineuse],0,0,1,1,0,0,0
opacité [contexte: hydrocyclone],0,1,0,0,0,0,0
porosité gurley [contexte: préparation de la pâte],0,1,0,1,0,0,0
pâte mécanique (tmp) [contexte: circuit long],0,0,0,1,1,1,1
sulfate d'aluminium (alun) [contexte: circuit court],0,0,0,0,1,0,0
rugosité bendtsen [contexte: zone aspirante],0,0,0,0,0,0,0
amidon oxydé [contexte: zone de raffinage],0,1,0,0,0,1,1
dispersant synthétique [contexte: épurateur],1,1,1,0,1,1,1
opacité [contexte: préparation de la pâte],0,0,0,1,1,1,0
colorant bleu direct [contexte: hydrocyclone],1,1,0,0,0,0,0
vitesse machine [contexte: boucle de régulation],1,0,0,0,1,0,0
eau de dilution [contexte: caisse de tête],0,0,1,0,0,0,0
conductivité [contexte: cuvier de mélange],1,1,1,0,0,1,0
colorant rouge acide [contexte: sécherie],1,0,1,0,0,1,1
pression des presses [contexte: section des presses],0,0,0,0,1,0,0
standard pulp ratio [contexte: cuvier de mélange],0,0,0,0,0,0,1
conductivité [contexte: sécherie],0,0,1,1,1,0,1
anti-mousse à base d'huile [contexte: v2],0,0,1,1,0,0,0
porosité gurley [contexte: circuit court],0,0,1,1,0,0,0
pulp ratio [contexte: bac à eaux blanches],0,0,1,1,0,0,0
pulp ratio [contexte: urgence],0,0,0,0,0,0,0
agent de collage akd [contexte: circuit long],0,1,0,0,1,1,0
epaisseur (caliper) [contexte: ligne principale],0,1,0,1,0,1,1
copes de bois [contexte: caisse de tête],1,0,1,0,0,0,0
vitesse machine [contexte: zone aspirante],1,0,0,0,1,0,1
conductivité [contexte: silo à pâte],0,0,1,1,0,0,0
température de séchage [contexte: urgence],0,0,0,0,0,1,0
standard pulp ratio [contexte: bac à eaux blanches],0,0,0,0,0,0,1
retention aids ratio [contexte: cuvier machine],0,0,0,0,1,0,0
eau de dilution [contexte: urgence],1,0,0,0,0,0,0
résine de résistance à sec [contexte: préparation de la pâte],0,0,0,1,1,1,0
polymère de rétention cationique [contexte: ],1,1,0,1,0,0,0
biocide ratio [contexte: stockage intermédiaire],0,0,1,0,0,0,0
conductivité [contexte: ],0,0,0,1,1,1,0
résine de résistance à l'état humide (pae) [contexte: zone de raffinage],1,1,0,0,0,0,0
kaolin calciné [contexte: pompe de transfert],1,1,0,0,1,1,1
porosité gurley [contexte: station de dosage],0,0,0,1,0,0,0
sulfate d'aluminium (alun) [contexte: urgence],0,0,0,1,0,0,0
agent de collage akd [contexte: cuvier machine],1,0,0,0,0,0,0
dispersant synthétique [contexte: préparation de la pâte],0,1,0,0,1,0,0
opacité [contexte: épurateur],0,1,0,0,1,1,1
indice de déchirement [contexte: pompe B],1,0,0,0,0,0,0
copes de bois [contexte: zone de raffinage],0,1,0,0,0,0,1
copes de bois [contexte: station de dosage],0,0,0,0,0,0,0
résine de résistance à l'état humide (pae) [contexte: bac à eaux blanches],1,1,0,0,0,1,1
agent de contrôle de la poix (talc) [contexte: boucle de régulation],1,1,1,1,0,0,0
carbonate de calcium (gcc) [contexte: préparation de la pâte],0,1,0,0,0,0,1
pâte kraft blanchie de feuillus (bhkp) [contexte: bobineuse],1,0,0,1,0,1,0
kaolin calciné [contexte: ligne principale],0,0,0,0,0,0,1
concentration de la pâte (consistance) [contexte: cuvier de cassés],0,0,0,1,0,0,0
acide sulfurique [contexte: zone aspirante],0,0,0,0,0,0,0
colorant rouge acide [contexte: bac à eaux blanches],0,0,0,1,1,0,0
anti-mousse silicone [contexte: boucle de régulation],0,0,0,1,0,0,0
pac [contexte: hydrocyclone],0,0,0,1,0,0,0
epaisseur (caliper) [contexte: circuit long],0,0,0,0,0,1,0
kaolin calciné [contexte: cuvier de mélange],0,0,0,0,1,0,0
pâte désencrée (dip) [contexte: caisse de tête],0,0,0,0,0,1,0
pulp ratio [contexte: ligne principale],1,1,0,1,0,0,0
résine de résistance à l'état humide (pae) [contexte: circuit long],0,0,0,0,0,0,0
grammage cible [contexte: zone de raffinage],1,1,1,1,0,0,0
defoamer 2 (erol) [contexte: v2],0,1,1,0,0,0,1
carbonate de calcium (gcc) [contexte: hydrocyclone],0,0,0,0,0,0,0
standard pulp ratio [contexte: préparation de la pâte],1,0,0,0,0,0,0
anti-mousse silicone [contexte: préparation de la pâte],0,0,0,0,0,1,0
krofta polymer ratio [contexte: circuit long],0,0,0,1,0,0,0
anti-mousse à base d'huile [contexte: section des presses],0,0,0,0,0,0,0
grammage cible [contexte: silo à pâte],0,1,0,0,0,0,0
pâte kraft blanchie de résineux (nbsk) [contexte: station de dosage],0,0,1,0,0,1,1
humidité finale [contexte: station de dosage],0,1,1,1,1,0,0
epaisseur (caliper) [contexte: ],1,0,0,0,0,0,0
pulp ratio [contexte: cuvier machine],1,0,0,0,0,0,0
amidon natif de maïs [contexte: zone aspirante],0,0,0,0,0,0,0
starch cationic ratio [contexte: v2],0,0,0,0,0,0,1
anti-mousse à base d'huile [contexte: boucle de régulation],1,0,0,0,0,1,0
indice d'éclatement (burst) [contexte: zone de raffinage],0,0,1,0,1,0,0
conductivité [contexte: zone de raffinage],0,1,0,1,0,0,0
pâte désencrée (dip) [contexte: stockage intermédiaire],0,0,0,0,0,0,0
biocide oxydant [contexte: zone aspirante],0,0,0,0,0,0,0
bentonite [contexte: hydrocyclone],0,0,0,1,0,0,0
humidité finale [contexte: pompe A],0,1,1,0,0,0,1
potentiel zeta [contexte: zone aspirante],0,1,1,0,0,0,1
potentiel zeta [contexte: stockage intermédiaire],0,0,0,0,0,0,0
microparticules de silice [contexte: section des presses],0,0,0,0,1,0,1
agent de contrôle de la poix (talc) [contexte: ],0,1,0,1,1,0,0
demande chimique en oxygène (dco) [contexte: stockage intermédiaire],0,0,0,0,1,1,0
ph de caisse de tête [contexte: bobineuse],0,0,0,1,0,0,0
agent de contrôle de la poix (talc) [contexte: cuvier machine],1,0,0,0,0,0,1
anti-mousse à base d'huile [contexte: cuvier de cassés],0,1,0,0,0,0,1
ph de caisse de tête [contexte: bac à eaux blanches],0,1,1,0,0,1,0
dioxyde de titane (tio2) [contexte: v2],0,0,0,0,1,1,1
carbonate de calcium (gcc) [contexte: boucle de régulation],1,0,1,0,0,0,0
carbonate de calcium (gcc) [contexte: pompe de transfert],0,0,0,1,0,0,1
colorant rouge acide [contexte: pompe A],0,1,1,0,0,0,0
ph de caisse de tête [contexte: sécherie],0,0,0,0,1,0,0
demande chimique en oxygène (dco) [contexte: préparation de la pâte],0,0,0,0,0,0,0
agent collage asa [contexte: épurateur],0,0,0,0,0,0,0
agent de contrôle de la poix (talc) [contexte: pompe B],0,0,1,1,0,0,0
agent de collage akd [contexte: ],0,0,1,0,0,1,0
colorant jaune basique [contexte: table de fabrication],1,0,0,0,0,1,0
starch cationic ratio [contexte: table de fabrication],0,0,1,0,0,1,0
krofta polymer ratio [contexte: table de fabrication],0,0,0,0,0,0,0
azurant optique (oba) [contexte: boucle de régulation],0,0,1,0,0,0,0
krofta polymer ratio [contexte: préparation de la pâte],0,1,0,0,0,0,0
grammage cible [contexte: urgence],1,1,0,0,0,0,1
agent collage asa [contexte: pompe B],0,0,1,1,1,0,0
pâte recyclée (occ) [contexte: préparation de la pâte],0,1,0,1,0,0,0
pulp ratio [contexte: v2],0,1,0,0,0,0,0
carbonate de calcium (gcc) [contexte: station de dosage],0,0,0,0,1,0,0
porosité gurley [contexte: caisse de tête],1,0,0,0,1,0,0
biocide ratio [contexte: pompe B],1,0,0,0,0,0,0
pâte kraft blanchie de résineux (nbsk) [contexte: circuit court],0,0,1,0,0,0,0
prestige cleaning aids ratio (prestige) [contexte: bac à eaux blanches],0,0,0,0,0,0,1
amidon oxydé [contexte: stockage intermédiaire],1,0,0,0,1,0,1
acide sulfurique [contexte: zone de raffinage],0,0,1,1,0,0,0
pâte mécanique (tmp) [contexte: zone aspirante],0,1,0,0,0,1,0
bentonite [contexte: zone aspirante],1,0,1,0,1,0,1
fiber ratio [contexte: bobineuse],0,0,0,1,1,0,0
pulp ratio [contexte: silo à pâte],0,0,0,0,0,1,0
colorant rouge acide [contexte: caisse de tête],1,1,0,0,0,0,0
vitesse machine [contexte: v2],0,0,0,0,0,0,0
indice d'éclatement (burst) [contexte: silo à pâte],0,0,0,1,0,0,0
pâte désencrée (dip) [contexte: cuvier de mélange],0,0,0,0,0,1,0
carbonate de calcium (gcc) [contexte: cuvier machine],0,0,0,0,0,0,0
colorant rouge acide [contexte: ],0,0,0,0,0,0,1
agent de collage akd [contexte: section des presses],0,0,0,0,0,0,1
opacité [contexte: pompe B],0,1,0,0,0,0,0
pâte recyclée (occ) [contexte: stockage intermédiaire],0,0,0,1,0,1,0
biocide non-oxydant [contexte: circuit court],1,0,1,0,1,0,0
pâte kraft blanchie de résineux (nbsk) [contexte: cuvier de mélange],0,0,1,0,0,0,0
grammage cible [contexte: circuit long],0,0,0,0,1,1,1
microparticules de silice [contexte: pompe B],0,0,1,1,0,1,0
amidon natif de maïs [contexte: cuvier de cassés],0,0,0,0,1,0,1
defoamer 1 (afranil) [contexte: boucle de régulation],0,0,0,0,0,0,1
biocide non-oxydant [contexte: cuvier de mélange],1,1,0,0,1,0,0
blancheur iso [contexte: pompe de transfert],0,0,0,0,0,0,0
epaisseur (caliper) [contexte: bac à eaux blanches],0,0,0,1,0,0,0
colorant rouge acide [contexte: table de fabrication],1,0,0,0,0,0,0
amidon natif de maïs [contexte: urgence],0,0,0,1,1,0,0
amidon oxydé [contexte: ligne principale],0,1,0,0,0,0,1
dioxyde de titane (tio2) [contexte: zone aspirante],0,0,0,1,0,0,0
demande chimique en oxygène (dco) [contexte: bobineuse],0,0,1,0,0,0,1
prestige cleaning aids ratio (prestige) [contexte: préparation de la pâte],0,0,1,0,0,0,0
dispersant synthétique [contexte: bobineuse],0,0,0,1,0,0,0
indice d'éclatement (burst) [contexte: ligne principale],0,0,0,1,0,0,0
anti-mousse à base d'huile [contexte: circuit long],0,0,0,0,0,0,0
résine de résistance à l'état humide (pae) [contexte: cuvier de mélange],0,0,0,0,1,0,0
retention aids ratio [contexte: ligne principale],0,0,0,0,1,0,0
ph de caisse de tête [contexte: préparation de la pâte],0,0,0,0,0,0,1
anti-mousse à base d'huile [contexte: stockage intermédiaire],0,0,0,1,0,0,0
colorant jaune basique [contexte: section des presses],0,1,0,1,0,0,0
agent de contrôle de la poix (talc) [contexte: section des presses],0,1,0,0,0,0,0
copes de bois [contexte: circuit long],0,0,0,1,1,0,0
size press [contexte: bac à eaux blanches],0,1,0,0,0,1,0
biocide non-oxydant [contexte: zone de raffinage],0,0,0,0,0,1,0
standard pulp ratio [contexte: sécherie],0,1,1,0,1,1,0
concentration de la pâte (consistance) [contexte: zone aspirante],1,0,0,0,1,0,0
azurant optique (oba) [contexte: épurateur],0,0,0,0,0,0,0
pulp ratio [contexte: zone de raffinage],0,0,0,0,0,1,0
température de séchage [contexte: ],1,0,0,0,0,0,0
agent de collage akd [contexte: sécherie],0,0,0,0,1,0,1
demande chimique en oxygène (dco) [contexte: circuit long],1,0,0,0,1,0,0
conductivité [contexte: bac à eaux blanches],1,0,1,1,0,1,0
retention aids ratio [contexte: bac à eaux blanches],0,0,0,0,1,0,0
pression des presses [contexte: hydrocyclone],0,0,0,0,1,1,0
porosité gurley [contexte: ligne principale],0,1,0,0,0,1,0
température de séchage [contexte: ligne principale],0,0,0,0,0,0,1
kaolin calciné [contexte: table de fabrication],0,1,0,0,0,1,0
pac [contexte: ligne principale],0,0,1,1,0,0,0
humidité finale [contexte: urgence],0,0,1,0,0,0,0
bentonite [contexte: v2],0,0,1,1,0,0,0
opacité [contexte: pompe A],1,1,1,0,0,0,0
pâte kraft blanchie de feuillus (bhkp) [contexte: circuit court],0,0,0,1,0,0,0
ph de caisse de tête [contexte: ligne principale],0,0,1,1,1,1,0
humidité finale [contexte: zone de raffinage],0,0,0,0,0,1,0
ph de caisse de tête [contexte: v2],0,0,0,0,0,0,0
agent de collage colophane [contexte: boucle de régulation],0,0,1,1,0,1,0
blancheur iso [contexte: section des presses],0,1,0,1,0,0,0
epaisseur (caliper) [contexte: épurateur],0,0,0,0,0,0,0
standard pulp ratio [contexte: urgence],1,1,0,1,0,1,0
pâte kraft blanchie de résineux (nbsk) [contexte: ],0,1,1,1,0,0,0
azurant optique (oba) [contexte: pompe B],1,0,1,1,0,1,0
retention aids ratio [contexte: pompe A],0,0,0,0,0,1,0
colorant jaune basique [contexte: station de dosage],0,0,0,0,1,0,0
pâte mécanique (tmp) [contexte: zone de raffinage],0,0,0,0,1,0,0
kaolin calciné [contexte: pompe B],0,0,0,1,0,1,0
potentiel zeta [contexte: v2],0,0,0,0,1,0,0
pâte mécanique (tmp) [contexte: pompe A],0,1,0,0,0,0,1
soude caustique (naoh) [contexte: épurateur],0,0,0,0,1,1,0
dispersant synthétique [contexte: ],0,0,1,1,0,0,1
pâte désencrée (dip) [contexte: pompe de transfert],0,0,0,0,1,0,0
defoamer 2 (erol) [contexte: zone de raffinage],0,0,0,0,0,0,1
biocide oxydant [contexte: pompe de transfert],0,1,0,0,1,0,0
rugosité bendtsen [contexte: épurateur],1,0,0,1,0,1,0
biocide oxydant [contexte: sécherie],0,0,0,1,0,1,1
humidité finale [contexte: épurateur],0,0,0,0,0,0,0
biocide ratio [contexte: pompe de transfert],1,0,0,1,0,0,0
eau de dilution [contexte: épurateur],0,0,0,0,0,1,0
concentration de la pâte (consistance) [contexte: caisse de tête],1,1,0,0,0,0,1
demande chimique en oxygène (dco) [contexte: zone de raffinage],0,0,0,1,1,1,0
potentiel zeta [contexte: table de fabrication],0,0,0,0,0,0,0
ph de caisse de tête [contexte: section des presses],1,0,0,1,0,1,0
copes de bois [contexte: stockage intermédiaire],0,1,0,0,0,0,0
